nameTeam,isWin,fgmTeam,fg3mTeam,fgaTeam,fg3aTeam,ftaTeam,ftmTeam,plusminusTeam
Brooklyn Nets,FALSE,43,12,88,29,26,20,-6
Denver Nuggets,TRUE,42,15,89,36,27,25,6
Miami Heat,TRUE,37,16,74,37,22,20,14
New York Knicks,FALSE,35,15,83,44,17,11,-14
Atlanta Hawks,TRUE,48,12,90,36,17,13,17
Sacramento Kings,FALSE,39,12,93,40,19,14,-17
Charlotte Hornets,TRUE,54,24,93,45,33,26,32
Indiana Pacers,FALSE,44,10,92,34,34,28,-32
Cleveland Cavaliers,TRUE,41,19,87,42,17,14,16
Milwaukee Bucks,FALSE,37,9,80,32,18,16,-16
Utah Jazz,FALSE,34,12,79,30,23,17,-8
Phoenix Suns,TRUE,40,7,82,18,27,18,8
Portland Trail Blazers,FALSE,42,14,82,38,23,14,-20
Dallas Mavericks,TRUE,48,16,88,36,26,20,20
Los Angeles Lakers,FALSE,36,6,88,29,9,9,-18
Philadelphia 76ers,TRUE,41,13,82,35,17,10,18
Golden State Warriors,TRUE,44,21,82,36,21,15,9
Minnesota Timberwolves,FALSE,42,10,95,44,27,21,-9
New York Knicks,FALSE,39,14,84,40,28,16,-15
Milwaukee Bucks,TRUE,41,14,89,43,31,27,15
Phoenix Suns,TRUE,43,20,84,39,37,28,10
Minnesota Timberwolves,FALSE,44,14,90,39,27,22,-10
San Antonio Spurs,TRUE,50,16,95,37,18,15,9
Chicago Bulls,FALSE,46,8,88,30,26,22,-9
Oklahoma City Thunder,FALSE,43,14,95,43,17,10,-3
Indiana Pacers,TRUE,41,13,95,39,29,18,3
LA Clippers,FALSE,41,9,92,35,32,23,-7
Miami Heat,TRUE,40,15,85,34,27,26,7
Utah Jazz,FALSE,37,17,85,46,21,18,-10
Memphis Grizzlies,TRUE,46,9,82,23,24,18,10
Houston Rockets,FALSE,38,10,79,41,31,24,-15
Portland Trail Blazers,TRUE,46,17,81,39,20,16,15
New Orleans Pelicans,FALSE,35,5,90,34,33,30,-11
Denver Nuggets,TRUE,41,12,82,33,25,22,11
Los Angeles Lakers,FALSE,38,15,91,40,32,23,-3
Charlotte Hornets,TRUE,43,11,83,36,28,20,3
Atlanta Hawks,TRUE,41,12,89,31,20,14,16
Boston Celtics,FALSE,30,7,86,36,27,25,-16
Orlando Magic,TRUE,41,12,83,25,26,25,16
Detroit Pistons,FALSE,32,10,87,29,37,29,-16
Toronto Raptors,TRUE,47,16,107,45,18,14,4
Miami Heat,FALSE,45,16,110,50,20,14,-4
Memphis Grizzlies,TRUE,46,13,100,31,12,10,20
Washington Wizards,FALSE,35,10,84,29,21,15,-20
Sacramento Kings,FALSE,36,12,82,35,20,17,-2
Philadelphia 76ers,TRUE,36,12,70,30,26,19,2
Indiana Pacers,FALSE,40,9,91,33,23,16,-27
Dallas Mavericks,TRUE,51,16,96,34,22,14,27
New Orleans Pelicans,FALSE,36,8,82,32,23,17,-10
Boston Celtics,TRUE,43,14,81,41,11,7,10
Brooklyn Nets,FALSE,39,11,98,28,21,17,-4
Golden State Warriors,TRUE,40,14,98,45,18,16,4
LA Clippers,TRUE,44,11,84,28,19,16,25
Charlotte Hornets,FALSE,32,8,98,34,27,18,-25
Denver Nuggets,TRUE,53,23,88,43,10,7,36
Milwaukee Bucks,FALSE,37,10,78,30,22,16,-36
Chicago Bulls,TRUE,50,13,90,32,18,17,14
Portland Trail Blazers,FALSE,43,18,83,39,16,12,-14
Atlanta Hawks,TRUE,49,10,84,31,32,21,8
Los Angeles Lakers,FALSE,47,15,87,35,23,12,-8
San Antonio Spurs,FALSE,45,13,100,37,8,7,-5
Phoenix Suns,TRUE,48,11,97,32,12,8,5
Minnesota Timberwolves,TRUE,49,13,89,31,18,15,20
Utah Jazz,FALSE,38,15,81,40,21,15,-20
Orlando Magic,TRUE,43,11,84,34,16,13,2
Dallas Mavericks,FALSE,39,16,81,38,18,14,-2
Detroit Pistons,TRUE,42,10,91,26,25,21,10
Cleveland Cavaliers,FALSE,38,13,82,34,25,16,-10
Golden State Warriors,TRUE,43,17,80,40,23,19,14
Houston Rockets,FALSE,36,16,84,43,29,20,-14
Portland Trail Blazers,FALSE,34,7,81,38,8,6,-17
Oklahoma City Thunder,TRUE,35,12,86,41,17,16,17
Sacramento Kings,FALSE,37,11,86,38,22,11,-20
New York Knicks,TRUE,40,13,80,35,29,23,20
Atlanta Hawks,FALSE,37,12,81,32,16,14,-6
Toronto Raptors,TRUE,38,18,89,36,17,12,6
Boston Celtics,TRUE,44,16,84,42,27,18,30
Miami Heat,FALSE,34,17,87,44,10,7,-30
Philadelphia 76ers,TRUE,49,11,100,31,15,13,3
Memphis Grizzlies,FALSE,47,6,102,30,28,19,-3
Cleveland Cavaliers,TRUE,36,9,84,31,14,12,3
New Orleans Pelicans,FALSE,33,6,85,30,21,18,-3
Indiana Pacers,TRUE,50,14,95,29,12,8,6
LA Clippers,FALSE,45,15,96,44,13,11,-6
Brooklyn Nets,FALSE,40,16,81,40,21,15,-10
Phoenix Suns,TRUE,42,11,76,31,31,26,10
San Antonio Spurs,FALSE,46,16,83,33,17,12,-4
Golden State Warriors,TRUE,43,20,96,46,18,18,4
Orlando Magic,FALSE,46,14,93,39,11,9,-11
Chicago Bulls,TRUE,46,11,90,30,29,23,11
Denver Nuggets,FALSE,38,14,89,44,28,25,-15
Minnesota Timberwolves,TRUE,46,19,93,45,25,19,15
Miami Heat,FALSE,38,8,78,30,25,22,-4
Toronto Raptors,TRUE,39,12,81,26,29,20,4
Milwaukee Bucks,TRUE,46,12,92,38,9,8,14
Washington Wizards,FALSE,36,12,82,35,20,14,-14
Detroit Pistons,FALSE,41,8,84,32,14,11,-10
New Orleans Pelicans,TRUE,39,8,89,28,28,25,10
Memphis Grizzlies,TRUE,44,16,102,39,23,16,12
New York Knicks,FALSE,38,12,88,36,26,20,-12
Charlotte Hornets,FALSE,37,12,87,40,27,21,-6
Boston Celtics,TRUE,42,14,82,36,17,15,6
Orlando Magic,TRUE,42,11,95,35,26,24,1
Indiana Pacers,FALSE,44,14,98,32,23,16,-1
Philadelphia 76ers,FALSE,41,11,91,27,13,10,-3
Washington Wizards,TRUE,41,9,90,22,19,15,3
Los Angeles Lakers,TRUE,33,11,78,30,33,22,5
Portland Trail Blazers,FALSE,35,14,98,42,19,10,-5
Denver Nuggets,FALSE,42,11,79,28,12,9,-4
Utah Jazz,TRUE,42,7,86,29,22,17,4
Brooklyn Nets,FALSE,41,8,84,25,14,11,-11
Sacramento Kings,TRUE,41,14,93,42,18,16,11
Oklahoma City Thunder,TRUE,41,17,86,37,25,21,6
Dallas Mavericks,FALSE,46,14,98,43,10,8,-6
Houston Rockets,TRUE,39,14,82,40,33,23,11
Cleveland Cavaliers,FALSE,41,7,80,21,27,15,-11
Los Angeles Lakers,FALSE,41,11,88,29,25,17,-1
LA Clippers,TRUE,46,13,89,30,11,6,1
Sacramento Kings,FALSE,42,11,80,31,23,19,-12
Golden State Warriors,TRUE,47,20,84,42,16,12,12
Chicago Bulls,FALSE,43,12,90,29,24,22,-7
Toronto Raptors,TRUE,48,14,113,36,19,17,7
Phoenix Suns,FALSE,46,9,88,32,18,14,-9
Atlanta Hawks,TRUE,44,20,84,40,22,16,9
Minnesota Timberwolves,TRUE,44,15,87,34,28,25,11
Detroit Pistons,FALSE,40,15,91,46,28,22,-11
San Antonio Spurs,FALSE,30,8,80,33,38,27,-17
Miami Heat,TRUE,42,12,83,30,18,16,17
Dallas Mavericks,TRUE,39,10,85,34,23,19,9
Philadelphia 76ers,FALSE,36,9,70,27,23,17,-9
Denver Nuggets,FALSE,35,19,78,41,17,16,-8
New Orleans Pelicans,TRUE,42,8,75,25,23,21,8
Utah Jazz,TRUE,48,17,85,38,14,12,23
Brooklyn Nets,FALSE,41,12,99,34,11,8,-23
San Antonio Spurs,TRUE,51,13,89,28,20,16,25
Houston Rockets,FALSE,36,11,83,33,29,23,-25
Atlanta Hawks,FALSE,43,9,93,29,21,19,-11
Toronto Raptors,TRUE,46,17,81,27,18,16,11
Indiana Pacers,FALSE,47,12,95,27,9,9,-7
Chicago Bulls,TRUE,49,6,90,26,23,18,7
Charlotte Hornets,FALSE,38,14,92,43,12,11,-1
Cleveland Cavaliers,TRUE,36,14,90,35,20,16,1
Detroit Pistons,FALSE,34,10,104,26,20,15,-9
Boston Celtics,TRUE,37,9,82,28,25,19,9
Oklahoma City Thunder,TRUE,33,15,87,42,21,15,3
Portland Trail Blazers,FALSE,40,6,101,33,10,7,-3
Milwaukee Bucks,TRUE,49,23,92,50,22,16,29
Portland Trail Blazers,FALSE,41,14,85,45,21,12,-29
Oklahoma City Thunder,FALSE,42,9,87,30,16,10,-10
Sacramento Kings,TRUE,43,12,83,32,22,15,10
Phoenix Suns,TRUE,40,8,99,31,14,7,15
Washington Wizards,FALSE,30,5,85,24,19,15,-15
Charlotte Hornets,FALSE,33,10,86,36,16,10,-18
Miami Heat,TRUE,38,11,91,32,18,17,18
Memphis Grizzlies,TRUE,53,13,105,39,22,16,20
Orlando Magic,FALSE,39,17,90,48,29,20,-20
Los Angeles Lakers,TRUE,48,9,102,34,28,17,7
New York Knicks,FALSE,39,11,98,38,36,26,-7
Detroit Pistons,FALSE,40,12,95,32,19,13,-13
Minnesota Timberwolves,TRUE,42,17,91,36,21,17,13
Denver Nuggets,TRUE,49,10,94,32,21,16,20
Brooklyn Nets,FALSE,36,16,87,41,22,16,-20
LA Clippers,FALSE,40,18,96,46,16,15,-24
Milwaukee Bucks,TRUE,48,19,88,38,27,22,24
New Orleans Pelicans,TRUE,41,12,77,29,36,26,13
Houston Rockets,FALSE,40,16,84,45,16,11,-13
Boston Celtics,TRUE,45,13,99,46,14,13,33
Orlando Magic,FALSE,29,5,81,26,21,20,-33
Cleveland Cavaliers,TRUE,34,11,84,32,28,19,13
Indiana Pacers,FALSE,31,8,83,31,17,15,-13
Atlanta Hawks,FALSE,37,5,95,25,16,15,-9
Dallas Mavericks,TRUE,38,16,88,36,13,11,9
Philadelphia 76ers,TRUE,45,12,84,24,21,17,11
Chicago Bulls,FALSE,39,7,81,26,26,23,-11
Utah Jazz,TRUE,39,12,93,48,27,23,9
New York Knicks,FALSE,36,8,95,33,35,24,-9
Phoenix Suns,TRUE,49,12,90,32,19,17,3
Chicago Bulls,FALSE,43,10,90,26,31,28,-3
Oklahoma City Thunder,FALSE,37,11,90,36,17,13,-12
Golden State Warriors,TRUE,41,15,82,43,17,13,12
Charlotte Hornets,FALSE,39,9,95,40,16,14,-15
Toronto Raptors,TRUE,41,15,84,35,29,19,15
Miami Heat,TRUE,43,18,76,32,21,17,21
Washington Wizards,FALSE,36,7,80,31,23,21,-21
New York Knicks,FALSE,45,15,101,43,12,10,-17
Denver Nuggets,TRUE,46,16,85,39,31,24,17
Detroit Pistons,FALSE,33,5,87,30,22,15,-30
Dallas Mavericks,TRUE,40,18,79,36,23,18,30
Houston Rockets,FALSE,32,13,86,42,31,20,-13
New Orleans Pelicans,TRUE,42,8,80,32,20,18,13
Memphis Grizzlies,TRUE,53,9,103,26,25,20,26
LA Clippers,FALSE,40,11,89,31,24,18,-26
Atlanta Hawks,TRUE,52,17,90,33,16,12,21
Indiana Pacers,FALSE,37,10,93,31,33,28,-21
Brooklyn Nets,FALSE,38,10,99,36,13,5,-35
Boston Celtics,TRUE,50,14,91,40,16,12,35
Philadelphia 76ers,FALSE,41,10,89,32,18,17,-5
Phoenix Suns,TRUE,43,6,95,26,24,22,5
Los Angeles Lakers,FALSE,44,10,85,32,30,18,-15
Milwaukee Bucks,TRUE,52,15,96,36,20,12,15
Minnesota Timberwolves,TRUE,50,22,104,44,17,12,20
Sacramento Kings,FALSE,41,9,83,25,26,23,-20
Portland Trail Blazers,FALSE,32,11,91,38,26,20,-18
Orlando Magic,TRUE,44,19,90,38,8,6,18
Cleveland Cavaliers,TRUE,39,9,82,21,24,18,13
San Antonio Spurs,FALSE,38,8,99,33,11,8,-13
Golden State Warriors,FALSE,28,16,78,43,17,13,-26
Utah Jazz,TRUE,41,17,89,51,17,12,26
Minnesota Timberwolves,FALSE,44,16,98,46,18,15,-13
Sacramento Kings,TRUE,48,12,93,30,27,24,13
Portland Trail Blazers,TRUE,42,10,89,32,16,13,2
Los Angeles Lakers,FALSE,41,17,74,37,13,6,-2
Toronto Raptors,TRUE,45,13,88,35,14,14,19
Oklahoma City Thunder,FALSE,36,14,87,47,14,12,-19
Charlotte Hornets,FALSE,40,13,93,43,23,16,-12
Chicago Bulls,TRUE,46,16,82,33,19,13,12
Memphis Grizzlies,TRUE,44,15,92,30,42,29,25
Detroit Pistons,FALSE,41,7,94,35,21,18,-25
New Orleans Pelicans,FALSE,36,11,85,41,16,14,-15
Miami Heat,TRUE,39,10,81,32,28,24,15
Golden State Warriors,FALSE,42,15,91,45,17,15,-2
New York Knicks,TRUE,39,14,90,36,33,24,2
Phoenix Suns,TRUE,51,9,90,30,29,20,24
Milwaukee Bucks,FALSE,40,10,88,38,25,17,-24
Dallas Mavericks,TRUE,38,13,78,39,27,23,7
LA Clippers,FALSE,39,9,81,23,25,18,-7
Toronto Raptors,TRUE,53,15,97,39,22,18,19
Houston Rockets,FALSE,43,16,82,38,30,18,-19
Brooklyn Nets,FALSE,39,10,84,29,28,24,-1
Washington Wizards,TRUE,43,11,85,31,18,16,1
Utah Jazz,TRUE,40,13,89,41,24,21,15
Orlando Magic,FALSE,37,13,84,35,16,12,-15
Minnesota Timberwolves,FALSE,48,13,96,40,16,13,-12
Chicago Bulls,TRUE,55,14,87,31,13,10,12
Atlanta Hawks,FALSE,47,14,103,43,15,13,-15
San Antonio Spurs,TRUE,50,18,90,32,21,18,15
Denver Nuggets,FALSE,39,11,90,44,18,13,-6
Boston Celtics,TRUE,38,10,96,37,30,22,6
Cleveland Cavaliers,TRUE,43,9,81,24,30,25,7
Indiana Pacers,FALSE,42,18,89,38,16,11,-7
Charlotte Hornets,TRUE,54,18,97,42,23,15,22
Detroit Pistons,FALSE,48,12,102,35,18,11,-22
Oklahoma City Thunder,FALSE,35,6,90,35,12,11,-13
Philadelphia 76ers,TRUE,36,7,93,26,26,21,13
LA Clippers,TRUE,43,7,82,22,11,6,2
Dallas Mavericks,FALSE,35,15,85,39,19,12,-2
Golden State Warriors,TRUE,40,12,90,38,34,25,2
Los Angeles Lakers,FALSE,41,11,88,27,33,22,-2
Orlando Magic,FALSE,37,15,87,41,24,16,-27
Phoenix Suns,TRUE,55,15,105,34,10,7,27
Chicago Bulls,TRUE,40,7,89,25,23,19,5
Oklahoma City Thunder,FALSE,34,11,88,36,30,22,-5
Miami Heat,TRUE,41,10,82,29,29,23,4
Brooklyn Nets,FALSE,42,12,93,40,22,15,-4
Toronto Raptors,FALSE,43,12,88,34,17,11,-1
Denver Nuggets,TRUE,39,14,84,37,21,18,1
Cleveland Cavaliers,FALSE,36,8,77,24,15,13,-10
Philadelphia 76ers,TRUE,38,10,79,22,21,17,10
Charlotte Hornets,FALSE,39,14,97,45,33,26,-7
Memphis Grizzlies,TRUE,47,11,96,33,33,20,7
Sacramento Kings,TRUE,43,12,76,28,29,25,13
Washington Wizards,FALSE,41,13,88,38,21,15,-13
San Antonio Spurs,TRUE,47,14,93,37,19,16,10
New Orleans Pelicans,FALSE,43,11,87,32,20,17,-10
New York Knicks,FALSE,31,12,81,39,34,29,-9
Portland Trail Blazers,TRUE,40,15,84,40,20,17,9
Minnesota Timberwolves,TRUE,43,18,84,34,28,25,9
Indiana Pacers,FALSE,45,13,102,45,22,17,-9
Boston Celtics,TRUE,36,11,85,38,27,22,10
Atlanta Hawks,FALSE,34,12,93,38,15,15,-10
LA Clippers,TRUE,48,15,85,34,15,8,15
Golden State Warriors,FALSE,39,16,86,41,13,10,-15
Denver Nuggets,TRUE,42,16,88,40,23,21,10
Orlando Magic,FALSE,40,11,91,39,23,20,-10
Utah Jazz,TRUE,49,18,89,40,22,19,34
Houston Rockets,FALSE,35,12,83,37,28,19,-34
San Antonio Spurs,FALSE,44,6,92,20,21,15,-11
Chicago Bulls,TRUE,46,10,88,24,21,18,11
Toronto Raptors,FALSE,29,8,95,34,31,24,-30
New Orleans Pelicans,TRUE,45,16,77,35,16,14,30
Portland Trail Blazers,TRUE,45,18,99,43,19,14,15
Milwaukee Bucks,FALSE,38,13,89,41,24,18,-15
Oklahoma City Thunder,TRUE,48,13,96,34,27,18,4
New York Knicks,FALSE,45,15,108,50,22,18,-4
Sacramento Kings,FALSE,31,9,90,35,18,14,-24
Brooklyn Nets,TRUE,43,9,84,26,15,14,24
Detroit Pistons,FALSE,32,8,85,23,27,22,-9
Washington Wizards,TRUE,40,9,85,29,18,14,9
Milwaukee Bucks,TRUE,48,10,86,29,30,22,9
Indiana Pacers,FALSE,47,17,93,41,19,8,-9
New Orleans Pelicans,FALSE,44,4,88,26,20,17,-12
Memphis Grizzlies,TRUE,47,10,94,34,27,17,12
Dallas Mavericks,TRUE,34,18,76,41,33,21,8
Miami Heat,FALSE,35,7,84,27,27,22,-8
Atlanta Hawks,TRUE,43,14,80,33,27,24,8
Cleveland Cavaliers,FALSE,45,16,88,41,12,10,-8
Philadelphia 76ers,FALSE,23,8,80,32,39,33,-48
Boston Celtics,TRUE,46,25,82,45,22,18,48
Phoenix Suns,TRUE,44,8,90,25,10,7,7
LA Clippers,FALSE,40,10,97,35,9,6,-7
Charlotte Hornets,FALSE,42,8,102,33,37,28,-6
Minnesota Timberwolves,TRUE,43,13,109,55,43,27,6
Golden State Warriors,FALSE,45,10,87,34,24,16,-1
Denver Nuggets,TRUE,43,14,91,36,21,17,1
Phoenix Suns,TRUE,44,7,86,24,36,29,3
Houston Rockets,FALSE,42,13,97,44,28,24,-3
Sacramento Kings,FALSE,43,12,84,30,22,20,-7
Chicago Bulls,TRUE,47,12,94,29,20,19,7
Minnesota Timberwolves,FALSE,30,10,77,42,29,21,-12
Toronto Raptors,TRUE,40,8,88,25,19,15,12
San Antonio Spurs,TRUE,43,10,98,34,22,18,8
Oklahoma City Thunder,FALSE,41,11,105,32,19,13,-8
New York Knicks,FALSE,37,16,85,43,18,16,-5
Brooklyn Nets,TRUE,43,11,98,34,23,14,5
Washington Wizards,FALSE,39,17,91,37,16,13,-5
Indiana Pacers,TRUE,45,4,83,20,29,19,5
Detroit Pistons,TRUE,43,16,93,30,13,10,1
Boston Celtics,FALSE,42,13,77,32,18,14,-1
Orlando Magic,FALSE,42,13,98,41,13,12,-21
Atlanta Hawks,TRUE,45,18,90,33,28,22,21
Los Angeles Lakers,TRUE,41,10,86,36,22,14,5
Utah Jazz,FALSE,37,11,79,33,19,16,-5
Memphis Grizzlies,FALSE,37,11,85,30,42,34,-4
Portland Trail Blazers,TRUE,43,13,85,32,32,24,4
Milwaukee Bucks,FALSE,42,14,95,44,28,22,-3
Philadelphia 76ers,TRUE,44,12,88,34,27,23,3
Dallas Mavericks,TRUE,44,19,82,40,25,18,7
New Orleans Pelicans,FALSE,46,12,92,28,21,14,-7
Miami Heat,TRUE,41,14,102,48,23,15,4
Charlotte Hornets,FALSE,38,10,95,42,30,21,-4
Washington Wizards,TRUE,46,12,83,24,16,13,14
Brooklyn Nets,FALSE,36,14,89,38,24,17,-14
LA Clippers,TRUE,51,18,92,35,26,22,31
Houston Rockets,FALSE,42,13,91,37,19,14,-31
Detroit Pistons,TRUE,35,11,86,34,28,25,3
Cleveland Cavaliers,FALSE,34,12,77,35,34,23,-3
Portland Trail Blazers,FALSE,31,9,79,35,29,24,-37
Golden State Warriors,TRUE,45,15,88,41,32,27,37
Denver Nuggets,TRUE,48,15,86,35,20,17,18
Sacramento Kings,FALSE,43,9,86,29,18,15,-18
Chicago Bulls,TRUE,41,8,84,27,27,22,4
Atlanta Hawks,FALSE,41,8,97,28,27,18,-4
Minnesota Timberwolves,TRUE,43,16,93,42,25,17,5
Memphis Grizzlies,FALSE,38,9,98,31,40,29,-5
Phoenix Suns,TRUE,46,13,86,34,21,19,20
Oklahoma City Thunder,FALSE,44,6,93,31,11,10,-20
Brooklyn Nets,FALSE,39,7,94,29,28,21,-23
Boston Celtics,TRUE,46,17,85,42,27,20,23
Oklahoma City Thunder,TRUE,50,11,101,31,24,18,4
Indiana Pacers,FALSE,49,14,101,37,22,13,-4
LA Clippers,TRUE,41,10,83,26,19,13,3
Los Angeles Lakers,FALSE,39,8,93,31,21,16,-3
Phoenix Suns,FALSE,36,12,82,40,24,18,-15
New Orleans Pelicans,TRUE,38,8,87,29,41,33,15
Utah Jazz,TRUE,40,16,74,38,22,18,5
Dallas Mavericks,FALSE,42,17,88,39,8,8,-5
Minnesota Timberwolves,FALSE,36,9,86,39,25,21,-31
Philadelphia 76ers,TRUE,42,19,82,39,36,30,31
New York Knicks,FALSE,30,14,75,40,36,26,-15
Miami Heat,TRUE,39,11,83,32,35,26,15
San Antonio Spurs,TRUE,57,9,105,29,43,34,4
Washington Wizards,FALSE,59,16,108,38,24,19,-4
Orlando Magic,TRUE,42,13,83,36,29,22,8
Houston Rockets,FALSE,44,14,94,47,20,9,-8
Toronto Raptors,FALSE,37,6,84,23,23,13,-32
Charlotte Hornets,TRUE,52,15,94,40,9,6,32
Sacramento Kings,FALSE,38,9,89,30,33,25,-5
Denver Nuggets,TRUE,38,16,82,43,29,23,5
Brooklyn Nets,TRUE,44,13,92,34,33,25,3
Milwaukee Bucks,FALSE,41,16,78,38,38,25,-3
Chicago Bulls,FALSE,39,9,93,20,30,23,-6
Memphis Grizzlies,TRUE,44,7,100,23,26,21,6
San Antonio Spurs,FALSE,50,14,90,31,19,15,-4
Miami Heat,TRUE,47,12,83,28,38,27,4
Washington Wizards,FALSE,35,11,81,23,6,5,-6
Cleveland Cavaliers,TRUE,32,8,83,25,24,20,6
Toronto Raptors,FALSE,38,10,95,32,19,14,-27
Atlanta Hawks,TRUE,48,13,83,31,22,18,27
Detroit Pistons,FALSE,39,7,87,27,22,19,-9
Boston Celtics,TRUE,42,10,88,26,21,19,9
Indiana Pacers,TRUE,47,17,90,33,20,17,21
Boston Celtics,FALSE,39,12,91,43,20,17,-21
Utah Jazz,TRUE,44,17,94,40,20,13,4
Phoenix Suns,FALSE,44,13,86,28,16,13,-4
New York Knicks,FALSE,38,11,85,33,35,22,-16
Philadelphia 76ers,TRUE,38,10,78,33,44,39,16
Los Angeles Lakers,FALSE,35,7,84,34,20,18,-28
New Orleans Pelicans,TRUE,47,13,92,30,25,16,28
Denver Nuggets,TRUE,44,12,86,37,31,24,32
Portland Trail Blazers,FALSE,34,6,91,36,26,18,-32
Houston Rockets,FALSE,35,17,92,42,18,11,-1
LA Clippers,TRUE,34,11,77,34,28,20,1
Golden State Warriors,FALSE,39,11,91,39,20,12,-6
Dallas Mavericks,TRUE,39,13,78,34,20,16,6
Detroit Pistons,TRUE,50,14,110,40,18,13,1
Charlotte Hornets,FALSE,45,13,89,31,34,23,-1
Milwaukee Bucks,TRUE,40,18,91,45,37,32,24
Charlotte Hornets,FALSE,36,14,93,39,32,20,-24
Memphis Grizzlies,TRUE,48,11,89,26,19,11,13
San Antonio Spurs,FALSE,41,9,99,32,19,14,-13
Sacramento Kings,TRUE,49,10,87,31,30,23,21
Oklahoma City Thunder,FALSE,40,11,86,35,27,19,-21
Chicago Bulls,FALSE,41,7,84,29,15,10,-13
Miami Heat,TRUE,40,12,81,31,26,20,13
Brooklyn Nets,FALSE,33,12,86,35,24,19,-36
Toronto Raptors,TRUE,51,18,99,38,22,13,36
Cleveland Cavaliers,FALSE,39,15,74,37,34,29,-5
Minnesota Timberwolves,TRUE,47,18,86,42,19,15,5
Indiana Pacers,FALSE,35,15,72,36,25,18,-16
Orlando Magic,TRUE,45,12,96,37,22,17,16
Dallas Mavericks,TRUE,41,10,82,35,27,17,5
Los Angeles Lakers,FALSE,37,14,82,34,20,16,-5
Golden State Warriors,FALSE,41,13,90,45,22,19,-15
Minnesota Timberwolves,TRUE,47,16,89,40,23,19,15
LA Clippers,TRUE,42,13,96,31,17,16,13
Houston Rockets,FALSE,38,13,96,39,17,11,-13
Boston Celtics,TRUE,39,11,83,35,19,18,9
Atlanta Hawks,FALSE,36,7,83,31,24,19,-9
Brooklyn Nets,FALSE,42,10,84,25,19,14,-1
Toronto Raptors,TRUE,41,7,90,23,23,20,1
Detroit Pistons,FALSE,43,8,90,27,23,19,-3
Washington Wizards,TRUE,41,13,82,26,26,21,3
Orlando Magic,FALSE,44,10,97,32,20,16,-8
Indiana Pacers,TRUE,41,12,94,37,35,28,8
Cleveland Cavaliers,FALSE,37,10,79,31,21,14,-21
Charlotte Hornets,TRUE,43,17,85,38,22,16,21
Utah Jazz,TRUE,50,15,91,42,24,17,5
Houston Rockets,FALSE,43,21,86,51,30,20,-5
Portland Trail Blazers,FALSE,30,11,78,31,25,19,-30
Phoenix Suns,TRUE,40,14,80,36,31,26,30
Denver Nuggets,FALSE,40,12,90,46,17,15,-12
Oklahoma City Thunder,TRUE,44,16,87,29,21,15,12
Milwaukee Bucks,TRUE,41,14,91,36,27,24,1
Miami Heat,FALSE,44,21,97,44,12,10,-1
Sacramento Kings,FALSE,35,8,89,35,25,17,-30
New Orleans Pelicans,TRUE,52,11,88,29,12,10,30
New York Knicks,FALSE,39,8,91,28,32,22,-15
Philadelphia 76ers,TRUE,39,17,75,36,33,28,15
San Antonio Spurs,FALSE,46,12,93,32,16,8,-3
Sacramento Kings,TRUE,39,10,85,32,32,27,3
LA Clippers,TRUE,51,17,93,27,15,13,21
Los Angeles Lakers,FALSE,41,12,84,35,22,17,-21
Golden State Warriors,FALSE,44,15,81,30,13,10,-9
Dallas Mavericks,TRUE,45,17,85,37,20,15,9
Toronto Raptors,FALSE,36,7,83,26,36,27,-2
Detroit Pistons,TRUE,38,11,84,37,28,21,2
Miami Heat,TRUE,40,10,77,30,28,23,6
Brooklyn Nets,FALSE,39,12,83,31,22,17,-6
Memphis Grizzlies,FALSE,42,13,99,40,13,10,-13
Boston Celtics,TRUE,46,16,89,37,15,12,13
Chicago Bulls,FALSE,52,14,88,26,7,6,-6
Atlanta Hawks,TRUE,44,18,84,40,28,24,6
Phoenix Suns,TRUE,38,17,85,34,27,22,1
New York Knicks,FALSE,40,13,86,29,30,21,-1
Denver Nuggets,TRUE,39,13,86,33,31,25,15
Houston Rockets,FALSE,38,10,83,36,22,15,-15
New Orleans Pelicans,TRUE,50,11,97,36,17,13,34
Utah Jazz,FALSE,31,11,89,41,26,17,-34
Chicago Bulls,FALSE,47,10,94,26,11,8,-6
Milwaukee Bucks,TRUE,43,10,88,31,33,22,6
Toronto Raptors,FALSE,37,12,93,37,17,11,-6
Orlando Magic,TRUE,36,11,95,37,21,20,6
Washington Wizards,FALSE,46,14,85,29,9,8,-3
Atlanta Hawks,TRUE,38,13,91,36,34,28,3
Indiana Pacers,FALSE,39,10,100,40,28,18,-5
Detroit Pistons,TRUE,42,15,94,30,18,12,5
Cleveland Cavaliers,FALSE,44,10,82,28,24,21,-6
Philadelphia 76ers,TRUE,41,14,75,33,32,29,6
Oklahoma City Thunder,FALSE,37,9,86,35,21,18,-37
Minnesota Timberwolves,TRUE,49,22,91,47,23,18,37
Portland Trail Blazers,FALSE,40,16,85,38,30,25,-14
Minnesota Timberwolves,TRUE,48,15,85,37,29,24,14
Miami Heat,TRUE,35,13,72,28,19,16,17
Philadelphia 76ers,FALSE,28,7,82,41,23,19,-17
Memphis Grizzlies,TRUE,46,14,92,34,27,18,28
Orlando Magic,FALSE,37,11,86,35,16,11,-28
Charlotte Hornets,TRUE,42,16,91,42,29,23,6
San Antonio Spurs,FALSE,45,11,98,37,20,16,-6
Dallas Mavericks,TRUE,40,14,84,36,27,20,1
Sacramento Kings,FALSE,46,9,94,25,18,12,-1
